method,timestamp,unix_ts,parsed_artist,parsed_title,raw_title,raw_subtitle,url
title_split,2026-04-12T04:11:09.652Z,1775967069,Bilmuri,"BACK, THEN [OFFICIAL VISUALIZER]","Watched Bilmuri - BACK, THEN [OFFICIAL VISUALIZER]",Bilmuri,https://music.youtube.com/watch?v=kSVXh10Sl8Y
title_split,2026-04-12T04:06:20.907Z,1775966780,BILMURI,ALWAYS LET YOU DOWN (ft. A Day To Remember) [OFFICIAL MUSIC VIDEO],Watched BILMURI - ALWAYS LET YOU DOWN (ft. A Day To Remember) [OFFICIAL MUSIC VIDEO],Bilmuri,https://music.youtube.com/watch?v=W1mnfilKiPw
title_split,2026-04-12T03:55:34.952Z,1775966134,Bilmuri,SHYT FYST [OFFICIAL VISUALIZER],Watched Bilmuri - SHYT FYST [OFFICIAL VISUALIZER],Bilmuri,https://music.youtube.com/watch?v=5h1Pka-Pu4s
title_split,2026-03-29T04:07:29.474Z,1774757249,Capstan,Abstracted,Watched Capstan - Abstracted,Fearless Records,https://music.youtube.com/watch?v=ysmAb9M14hQ
title_split,2026-03-29T04:03:06.943Z,1774756986,Capstan,Drifter (Music Video),Watched Capstan - Drifter (Music Video),Capstan Band,https://music.youtube.com/watch?v=MyyYkn_YIUQ
title_split,2026-03-28T02:09:01.538Z,1774663741,Capstan,The Wreath and the Follower,Watched Capstan - The Wreath and the Follower,adventure cat records.,https://music.youtube.com/watch?v=hFcKkts9VpE
title_split,2026-03-28T02:05:28.382Z,1774663528,CAPSTAN,Final Words (Official Video),Watched CAPSTAN - Final Words (Official Video),Fearless Records,https://music.youtube.com/watch?v=8yQq375oHOY
title_split,2026-03-28T02:01:16.640Z,1774663276,Capstan,shades of us (Official Music Video),Watched Capstan - shades of us (Official Music Video),Fearless Records,https://music.youtube.com/watch?v=1FRSiERnKPM
title_split,2026-03-28T02:01:00.921Z,1774663260,Capstan,The Death of an Illusion,Watched Capstan - The Death of an Illusion,Capstan Band,https://music.youtube.com/watch?v=uQHgvPrOSzg
subtitle_fallback,2026-03-28T01:57:12.746Z,1774663032,Fearless Records,Capstan – blurred around the edges [Feat. Saxl Rose] (Official Music Video),Watched Capstan – blurred around the edges [Feat. Saxl Rose] (Official Music Video),Fearless Records,https://music.youtube.com/watch?v=JEtHW426Fpc
title_split,2026-03-28T01:52:26.048Z,1774662746,Capstan,Stars Before The Sun (Official Music Video),Watched Capstan - Stars Before The Sun (Official Music Video),Fearless Records,https://music.youtube.com/watch?v=-KGw7lNk7Q0
title_split,2026-03-28T01:45:13.956Z,1774662313,Capstan,Wax Poetic [Official Music Video],Watched Capstan - Wax Poetic [Official Music Video],Capstan Band,https://music.youtube.com/watch?v=d1VqBzXvPnE
title_split,2026-03-23T02:07:16.199Z,1774231636,The Dear Hunter,The Glass Desert I - Giants (Official Lyric Video),Watched The Dear Hunter - The Glass Desert I - Giants (Official Lyric Video),TheDearHunterVEVO,https://music.youtube.com/watch?v=Kd0SYShRPJc
title_split,2026-03-15T01:03:33.483Z,1773536613,Saosin,Seven Years,Watched Saosin - Seven Years,TheWretch3d,https://music.youtube.com/watch?v=vWdB1UgKhc4
title_split,2026-03-12T19:51:00.894Z,1773345060,Copeland,Ixora (Original & Twin Synced) - Erase,Watched Copeland - Ixora (Original & Twin Synced) - Erase,F00L,https://music.youtube.com/watch?v=t3mD6G1Y-EE
title_split,2026-03-12T19:46:56.015Z,1773344816,Copeland,Ixora (Original & Twin Synced) - I Can Make You Feel Young Again,Watched Copeland - Ixora (Original & Twin Synced) - I Can Make You Feel Young Again,F00L,https://music.youtube.com/watch?v=m1H2Ve7J4Vo
title_split,2026-03-12T19:42:03.989Z,1773344523,Copeland,Ixora (Original & Twin Synced) - Disjointed,Watched Copeland - Ixora (Original & Twin Synced) - Disjointed,F00L,https://music.youtube.com/watch?v=LzeJ5ErRtTI
title_split,2026-03-12T19:39:10.907Z,1773344350,Copeland,Ixora (Original & Twin Synced) - Have I Always Loved You?,Watched Copeland - Ixora (Original & Twin Synced) - Have I Always Loved You?,F00L,https://music.youtube.com/watch?v=2IS5G2D321w
subtitle_fallback,2026-03-12T03:43:26.753Z,1773287006,Channel 432 (hz),My Bloody Valentine  Soon  432 hz,Watched My Bloody Valentine  Soon  432 hz,Channel 432 (hz),https://music.youtube.com/watch?v=pLw_yCV6alc
subtitle_fallback,2026-03-12T03:37:52.597Z,1773286672,Channel 432 (hz),My Bloody Valentine  What You Want  432 hz,Watched My Bloody Valentine  What You Want  432 hz,Channel 432 (hz),https://music.youtube.com/watch?v=XqgiPD0GYMI
subtitle_fallback,2026-03-12T03:36:55.790Z,1773286615,Channel 432 (hz),My Bloody Valentine  Touched  432 hz,Watched My Bloody Valentine  Touched  432 hz,Channel 432 (hz),https://music.youtube.com/watch?v=qApRSJfTAIs
subtitle_fallback,2026-03-12T03:33:18.976Z,1773286398,432Won,My Bloody Valentine- Blown a Wish 432 hz,Watched My Bloody Valentine- Blown a Wish 432 hz,432Won,https://music.youtube.com/watch?v=_lDj7nxrOFk
subtitle_fallback,2026-03-12T03:27:11.129Z,1773286031,432Won,My Bloody Valentine- Come in Alone 432 hz,Watched My Bloody Valentine- Come in Alone 432 hz,432Won,https://music.youtube.com/watch?v=in_5-aRIViQ
subtitle_fallback,2026-03-12T03:21:36.244Z,1773285696,432Won,My Bloody Valentine- I Only Said 432 hz,Watched My Bloody Valentine- I Only Said 432 hz,432Won,https://music.youtube.com/watch?v=IID2q9ScWUI
subtitle_fallback,2026-03-12T03:17:25.912Z,1773285445,432Won,My Bloody Valentine- When You Sleep 432 hz,Watched My Bloody Valentine- When You Sleep 432 hz,432Won,https://music.youtube.com/watch?v=cFohL4JlbJQ
subtitle_fallback,2026-03-12T03:11:56.693Z,1773285116,432Won,My Bloody Valentine- To Here Knows When 432 hz,Watched My Bloody Valentine- To Here Knows When 432 hz,432Won,https://music.youtube.com/watch?v=QyloiArW7o4
subtitle_fallback,2026-03-12T03:09:17.936Z,1773284957,432Won,My Bloody Valentine- Loomer 432 hz,Watched My Bloody Valentine- Loomer 432 hz,432Won,https://music.youtube.com/watch?v=uovobw74g_I
subtitle_fallback,2026-03-12T03:04:59.900Z,1773284699,432Won,My Bloody Valentine- Only Shallow 432 hz,Watched My Bloody Valentine- Only Shallow 432 hz,432Won,https://music.youtube.com/watch?v=kMMD4WOe3Ug
subtitle_fallback,2026-03-12T02:44:42.370Z,1773283482,my bloody valentine,my bloody valentine – to here knows when (official video),Watched my bloody valentine – to here knows when (official video),my bloody valentine,https://music.youtube.com/watch?v=PpXZAmeQDqY
title_split,2026-03-12T02:43:58.877Z,1773283438,Drop Nineteens,Kick The Tragedy (Official Video),Watched Drop Nineteens - Kick The Tragedy (Official Video),DropNineteensVEVO,https://music.youtube.com/watch?v=_HM7qvbohIc
subtitle_fallback,2026-03-12T02:40:43.060Z,1773283243,jacal,when a guitar riff hits you so hard that you start to tear up (full version),Watched when a guitar riff hits you so hard that you start to tear up (full version),jacal,https://music.youtube.com/watch?v=_ruxnfq7FC8
subtitle_fallback,2026-03-12T02:40:30.753Z,1773283230,my bloody valentine,my bloody valentine – only shallow (official video),Watched my bloody valentine – only shallow (official video),my bloody valentine,https://music.youtube.com/watch?v=nwfCoKNI5hs
title_split,2026-03-12T02:21:17.230Z,1773282077,My Bloody Valentine,Glider (1990) [Full Album],Watched My Bloody Valentine - Glider (1990) [Full Album],Expedient Self,https://music.youtube.com/watch?v=BeM6Rz0OOFM
title_split,2026-03-12T02:19:07.073Z,1773281947,My bloody valentine,Soft as Snow (But Warm Inside),Watched My bloody valentine  - Soft as Snow (But Warm Inside),bcobain2,https://music.youtube.com/watch?v=4Om4meS-SyI
title_split,2026-03-12T02:18:31.958Z,1773281911,My Bloody Valentine,Feed Me With Your Kiss EP (1990),Watched My Bloody Valentine - Feed Me With Your Kiss EP (1990),KeepCalmAndGazeAtYourShoes,https://music.youtube.com/watch?v=55dBGJ-4Puk
subtitle_fallback,2026-03-08T18:12:25.061Z,1772993545,Intervals,intervals | chronophobia,Watched intervals | chronophobia,Intervals,https://music.youtube.com/watch?v=lyGMWXwQArk
title_split,2026-03-05T05:53:14.537Z,1772689994,Acres,"""My Everything"" (Guitar Cover)","Watched Acres - ""My Everything"" (Guitar Cover)",Late Honkola,https://music.youtube.com/watch?v=KFr65lkcIZE
title_split,2026-03-05T04:45:01.805Z,1772685901,Acres,"""My Everything"" (Guitar Cover)","Watched Acres - ""My Everything"" (Guitar Cover)",Late Honkola,https://music.youtube.com/watch?v=KFr65lkcIZE
title_split,2026-02-18T20:51:53.003Z,1771447913,Real Friends,Waiting Room (Official Music Video),Watched Real Friends - Waiting Room (Official Music Video),Real Friends,https://music.youtube.com/watch?v=TeL6X0xhD5E
title_split,2026-02-18T06:14:16.894Z,1771395256,Real Friends,When You Were Here (Official Music Video),Watched Real Friends - When You Were Here (Official Music Video),realfriendsVEVO,https://music.youtube.com/watch?v=KOXYCnRY7yM
title_split,2026-02-18T06:09:51.730Z,1771394991,Real Friends,Never Has Become Always (Official Music Video),Watched Real Friends - Never Has Become Always (Official Music Video),Real Friends,https://music.youtube.com/watch?v=M9qyzcudJOg
title_split,2026-02-18T05:48:52.291Z,1771393732,Real Friends,Our Love Was Like A Sad Song (Official Music Video),Watched Real Friends - Our Love Was Like A Sad Song (Official Music Video),Real Friends,https://music.youtube.com/watch?v=jZefVvbmybY
title_split,2026-02-18T02:37:07.696Z,1771382227,Real Friends,When You Were Here (Official Music Video),Watched Real Friends - When You Were Here (Official Music Video),realfriendsVEVO,https://music.youtube.com/watch?v=KOXYCnRY7yM
title_split,2026-02-18T02:32:00.533Z,1771381920,Real Friends,Never Has Become Always (Official Music Video),Watched Real Friends - Never Has Become Always (Official Music Video),Real Friends,https://music.youtube.com/watch?v=M9qyzcudJOg
title_split,2026-02-18T02:20:04.132Z,1771381204,Real Friends,Waiting Room (Official Music Video),Watched Real Friends - Waiting Room (Official Music Video),Real Friends,https://music.youtube.com/watch?v=TeL6X0xhD5E
title_split,2026-02-02T02:51:57.513Z,1770000717,BABYMETAL,from me to u feat. Poppy (OFFICIAL MUSIC VIDEO),Watched BABYMETAL - from me to u feat. Poppy (OFFICIAL MUSIC VIDEO),BABYMETALVEVO,https://music.youtube.com/watch?v=qayP_YUrf9I
title_split,2026-02-02T02:49:10.846Z,1770000550,Poppy,Let's Make A Video (Official Video),Watched Poppy - Let's Make A Video (Official Video),Poppy,https://music.youtube.com/watch?v=w_yPb78Oo4U
title_split,2026-02-01T07:59:54.845Z,1769932794,That Poppy,Lowlife,Watched That Poppy - Lowlife,ThatPoppyVEVO,https://music.youtube.com/watch?v=lwnoSeiAFSY
title_split,2026-02-01T02:28:58.409Z,1769912938,Hilary Duff,Mature (Official Video),Watched Hilary Duff - Mature (Official Video),Hilary Duff,https://music.youtube.com/watch?v=AOEklH8Eyw4
title_split,2026-01-31T20:11:20.773Z,1769890280,Poppy,Concrete (Official Music Video),Watched Poppy -  Concrete (Official Music Video),Poppy,https://music.youtube.com/watch?v=WwoGhpYdebQ
title_split,2026-01-31T20:06:46.994Z,1769890006,Poppy,Guardian (Official Visualizer),Watched Poppy - Guardian (Official Visualizer),Poppy,https://music.youtube.com/watch?v=j0SH16VtxHE
title_split,2026-01-31T20:05:06.367Z,1769889906,Poppy,the cost of giving up (Official Visualizer),Watched Poppy - the cost of giving up (Official Visualizer),Poppy,https://music.youtube.com/watch?v=NEDot7WkQHY
title_split,2026-01-31T20:04:26.638Z,1769889866,Poppy,Let's Make A Video (Official Video),Watched Poppy - Let's Make A Video (Official Video),Poppy,https://music.youtube.com/watch?v=w_yPb78Oo4U
title_split,2026-01-25T05:42:20.899Z,1769319740,Poppy,Guardian (Official Visualizer),Watched Poppy - Guardian (Official Visualizer),Poppy,https://music.youtube.com/watch?v=j0SH16VtxHE
title_split,2026-01-20T18:56:00.779Z,1768935360,Invent Animate,Heavener [Official Music Video],Watched Invent Animate - Heavener [Official Music Video],UNFD,https://music.youtube.com/watch?v=sz1lLXB4_qs
title_split,2026-01-20T18:55:51.335Z,1768935351,LØLØ,007 (Official Music Video),Watched LØLØ - 007 (Official Music Video),LØLØ,https://music.youtube.com/watch?v=4okJouEbZ_s
title_split,2026-01-12T06:57:12.630Z,1768201032,dark_cloud,Sick (Official Lyric Video),Watched dark_cloud - Sick (Official Lyric Video),dark_cloud,https://music.youtube.com/watch?v=WsrnhGNW_Ck
title_split,2026-01-12T06:31:56.108Z,1768199516,Echo Harper,Rewriting the Echoes | Epic Fantasy Rock Song,Watched Echo Harper - Rewriting the Echoes | Epic Fantasy Rock Song,Echo Harper,https://music.youtube.com/watch?v=favM1SED7C0
title_split,2026-01-12T06:25:22Z,1768199122,Echo Harper,Storm the Sky Throne | Epic Fantasy Rock Battle Song,Watched Echo Harper - Storm the Sky Throne | Epic Fantasy Rock Battle Song,Echo Harper,https://music.youtube.com/watch?v=AXwdYLwcLLw
title_split,2026-01-12T05:23:06.953Z,1768195386,Echo Harper,I Remember It All (Fantasy Rock Ballad),Watched Echo Harper - I Remember It All (Fantasy Rock Ballad),Echo Harper,https://music.youtube.com/watch?v=yjQ4n89aI94
title_split,2026-01-12T03:53:25.244Z,1768190005,Capstan,Can't. Lie. Around. Remembering. Everything. (Starke Lake Studios Livestream),Watched Capstan - Can't. Lie. Around. Remembering. Everything. (Starke Lake Studios Livestream),Capstan Band,https://music.youtube.com/watch?v=-K2-sWkbJ6U
subtitle_fallback,2025-12-30T09:36:19.489Z,1767087379,blink-182 Nation,blink-182: Time To Break Up (HIGH QUALITY),Watched blink-182: Time To Break Up (HIGH QUALITY),blink-182 Nation,https://music.youtube.com/watch?v=clFy8MXmH_I
title_split,2025-12-29T07:14:35.881Z,1766992475,Knox,NYC (Official Music Video),Watched Knox - NYC (Official Music Video),Knox,https://music.youtube.com/watch?v=hU_6xYrDgOg
title_split,2025-12-26T03:49:19.160Z,1766720959,The Funeral Portrait,Blood Mother (Official Music Video),Watched The Funeral Portrait - Blood Mother (Official Music Video),Better Noise Music,https://music.youtube.com/watch?v=-Qpmd9Vt4zE
title_split,2025-12-26T03:45:07.067Z,1766720707,The Funeral Portrait ft Spencer Charnas of Ice Nine Kills,Suffocate City (Official Music Video),Watched The Funeral Portrait ft Spencer Charnas of Ice Nine Kills - Suffocate City (Official Music Video),Better Noise Music,https://music.youtube.com/watch?v=B_hbmWMEGts
title_split,2025-12-24T04:45:11.925Z,1766551511,HAWK,"""Counter Ops"" OFFICIAL LIVE VIDEO","Watched HAWK - ""Counter Ops"" OFFICIAL LIVE VIDEO",HAWK,https://music.youtube.com/watch?v=omE7l9LSIxw
title_split,2025-12-24T04:39:57.707Z,1766551197,HAWK,King With No Survivors (Official Music Video),Watched HAWK - King With No Survivors (Official Music Video),HAWK,https://music.youtube.com/watch?v=i_DnfHS1lEU
title_split,2025-12-24T04:32:38.768Z,1766550758,HAWK,CLVRMFKR (Official Music Video),Watched HAWK - CLVRMFKR (Official Music Video),HAWK,https://music.youtube.com/watch?v=GIsfhldNiFg
title_split,2025-12-21T18:26:57.675Z,1766341617,Fernando Ortega,Let All Mortal Flesh Keep Silence,Watched Fernando Ortega - Let All Mortal Flesh Keep Silence,mchen730,https://music.youtube.com/watch?v=8wl4u8lnDQs
subtitle_fallback,2025-12-21T18:24:08.598Z,1766341448,Steph Macleod,In Christ Alone | Celtic Worship ft. Steph Macleod,Watched In Christ Alone | Celtic Worship ft. Steph Macleod,Steph Macleod,https://music.youtube.com/watch?v=8kvFtXphmMU
title_split,2025-12-21T17:50:51.724Z,1766339451,"YESHUA, My Beloved (Extended)",James Block,"Watched YESHUA, My Beloved (Extended) - James Block",James Block,https://music.youtube.com/watch?v=2pq30-9a590
title_split,2025-12-21T16:55:58.288Z,1766336158,The Book,Michael Card,Watched The Book -  Michael Card,MNorthrop,https://music.youtube.com/watch?v=4HVyF8Xz6S0
title_split,2025-12-21T16:52:02.524Z,1766335922,Michael Card and John Michael Talbot,One Faith,Watched Michael Card and John Michael Talbot - One Faith,Schola Piaseczno,https://music.youtube.com/watch?v=Gc_NrqJEekk
title_split,2025-12-21T06:06:34.196Z,1766297194,Sleep Token,Infinite Baths x The Love You Want (Goobsie Mashup),Watched Sleep Token - Infinite Baths x The Love You Want (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=-czoql1eWLQ
title_split,2025-12-21T06:00:15.716Z,1766296815,Sleep Token vs GUNSHIP,Euclid x Tech Noir 2 (Goobsie Mashup),Watched Sleep Token vs GUNSHIP - Euclid x Tech Noir 2 (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=aFsStCI9F_Y
title_split,2025-12-21T05:55:31.165Z,1766296531,Sleep Token vs The Midnight,Even In Arcadia x Arcade Dreams (Goobsie Mashup),Watched Sleep Token vs The Midnight - Even In Arcadia x Arcade Dreams (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=MD9wVrX3nqE
title_split,2025-12-21T05:52:29.840Z,1766296349,Sleep Token vs Alice Deejay,Damocles x Better Off Alone (Goobsie Mashup),Watched Sleep Token vs Alice Deejay - Damocles x Better Off Alone (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=0h2JcyGNhXs
title_split,2025-12-21T05:44:53.517Z,1766295893,Sleep Token,Provider x Gethsemane (Goobsie Mashup),Watched Sleep Token - Provider x Gethsemane (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=tzWy7ivmwkg
title_split,2025-12-21T05:40:45.887Z,1766295645,Sleep Token vs Peter Gabriel,Infinite Baths x The Book of Love (Goobsie Mashup),Watched Sleep Token vs Peter Gabriel - Infinite Baths x The Book of Love (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=6lg51vuJ2MU
title_split,2025-12-21T05:35:47.325Z,1766295347,Sleep Token vs The Weeknd,Ascensionism x The Hills (Goobsie Mashup),Watched Sleep Token vs The Weeknd - Ascensionism x The Hills (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=4lUDwTOa3Wc
title_split,2025-12-21T05:29:01.939Z,1766294941,Sleep Token,The Night Does Not Belong To God x Euclid (Goobsie Mashup),Watched Sleep Token - The Night Does Not Belong To God x Euclid (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=kLw3d5z0PVA
title_split,2025-12-21T05:24:53.963Z,1766294693,Sleep Token vs Rumi & Jinu,Gethsemane x Free (Goobsie Mashup) [UPDATED VERSION],Watched Sleep Token vs Rumi & Jinu - Gethsemane x Free (Goobsie Mashup) [UPDATED VERSION],Goobsie,https://music.youtube.com/watch?v=L2O1o6r_bUs
title_split,2025-12-21T05:14:16.240Z,1766294056,Sleep Token vs Dayseeker,Take Aim x Paper Heart (Goobsie Mashup),Watched Sleep Token vs Dayseeker - Take Aim x Paper Heart (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=1wnvv0rkycg
title_split,2025-12-21T05:09:41.090Z,1766293781,Sleep Token vs Bad Omens,Jaws x Impose (Goobsie Mashup),Watched Sleep Token vs Bad Omens - Jaws x Impose (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=W23vtE_XhQA
title_split,2025-12-21T04:18:32.106Z,1766290712,Dayseeker vs Sleep Token,Creature In The Black Night Album (Goobsie Mashup Mix),Watched Dayseeker vs Sleep Token - Creature In The Black Night Album (Goobsie Mashup Mix),Goobsie,https://music.youtube.com/watch?v=ZOR_Ex9anHM
title_split,2025-12-21T04:14:21.476Z,1766290461,Sleep Token vs Dayseeker,Take Aim x Paper Heart (Goobsie Flipped Mashup),Watched Sleep Token vs Dayseeker - Take Aim x Paper Heart (Goobsie Flipped Mashup),Goobsie,https://music.youtube.com/watch?v=R4bycvmvrWI
title_split,2025-12-21T04:09:59.457Z,1766290199,Dayseeker vs Sleep Token,Creature in the Black Night x Damocles (Goobsie Mashup),Watched Dayseeker vs Sleep Token - Creature in the Black Night x Damocles (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=vE4GxHKmEbs
title_split,2025-12-21T04:03:07.045Z,1766289787,Sleep Token vs The Midnight,Gethsemane x The Right Way (Goobsie Mashup),Watched Sleep Token vs The Midnight - Gethsemane x The Right Way (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=EbZPMsiTZ_4
title_split,2025-12-21T03:59:22.750Z,1766289562,Sleep Token vs Dayseeker,Alkaline x Cemetery Blues (Goobsie Mashup),Watched Sleep Token vs Dayseeker - Alkaline x Cemetery Blues (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=1y5S_7ixjs4
title_split,2025-12-21T03:55:10.229Z,1766289310,Dayseeker vs Sleep Token,My Immortal x Damocles (Goobsie Mashup),Watched Dayseeker vs Sleep Token - My Immortal x Damocles (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=WOyEuhp6M-M
title_split,2025-12-21T03:50:57.716Z,1766289057,Sleep Token vs Ariana Grande,Caramel x Santa Tell Me (Goobsie Mashup),Watched Sleep Token vs Ariana Grande - Caramel x Santa Tell Me (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=4tvfYYepXJ0
title_split,2025-12-21T03:44:56.230Z,1766288696,Sleep Token,Gethsemane x Levitate (Goobsie Mashup),Watched Sleep Token - Gethsemane x Levitate (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=MSPAoiw8V1Q
no_artist,2025-12-21T03:39:50.181Z,1766288390,,https://music.youtube.com/watch?v=YmwJYv8ocDs,Watched https://music.youtube.com/watch?v=YmwJYv8ocDs,,https://music.youtube.com/watch?v=YmwJYv8ocDs
subtitle_fallback,2025-12-20T19:37:48.594Z,1766259468,Goobsie,Sleep Token Christmas Mashup Mix (Goobsie Mashups),Watched Sleep Token Christmas Mashup Mix (Goobsie Mashups),Goobsie,https://music.youtube.com/watch?v=5uQHz30h6A4
title_split,2025-12-20T19:32:20.337Z,1766259140,Sleep Token vs The Midnight,Caramel x Brooklyn (Goobsie Mashup),Watched Sleep Token vs The Midnight - Caramel x Brooklyn (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=sV6OSUtmVx8
subtitle_fallback,2025-12-20T18:33:50.297Z,1766255630,Goobsie,Vesselmas Mix (Sleep Token Christmas Mashup Album by Goobsie),Watched Vesselmas Mix (Sleep Token Christmas Mashup Album by Goobsie),Goobsie,https://music.youtube.com/watch?v=E-gH4uI5pr8
title_split,2025-12-20T18:29:13.414Z,1766255353,Sleep Token vs Hellogoodbye,Past Self x Here (In Your Arms) (Goobsie Mashup),Watched Sleep Token vs Hellogoodbye - Past Self x Here (In Your Arms) (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=Nuv7HwgaUYs
title_split,2025-12-18T06:28:29.434Z,1766039309,Sleep Token,The Night Does Not Belong To God x Euclid (Goobsie Mashup),Watched Sleep Token - The Night Does Not Belong To God x Euclid (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=kLw3d5z0PVA
title_split,2025-12-18T06:24:21.561Z,1766039061,Sleep Token vs Rumi & Jinu,Gethsemane x Free (Goobsie Mashup) [UPDATED VERSION],Watched Sleep Token vs Rumi & Jinu - Gethsemane x Free (Goobsie Mashup) [UPDATED VERSION],Goobsie,https://music.youtube.com/watch?v=L2O1o6r_bUs
title_split,2025-12-18T06:20:46.783Z,1766038846,Sleep Token vs Dayseeker,Take Aim x Paper Heart (Goobsie Mashup),Watched Sleep Token vs Dayseeker - Take Aim x Paper Heart (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=1wnvv0rkycg
title_split,2025-12-18T06:16:11.629Z,1766038571,Sleep Token vs Bad Omens,Jaws x Impose (Goobsie Mashup),Watched Sleep Token vs Bad Omens - Jaws x Impose (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=W23vtE_XhQA
title_split,2025-12-18T05:20:11.593Z,1766035211,Dayseeker vs Sleep Token,Creature In The Black Night Album (Goobsie Mashup Mix),Watched Dayseeker vs Sleep Token - Creature In The Black Night Album (Goobsie Mashup Mix),Goobsie,https://music.youtube.com/watch?v=ZOR_Ex9anHM
title_split,2025-12-18T05:16:01.998Z,1766034961,Sleep Token vs Dayseeker,Take Aim x Paper Heart (Goobsie Flipped Mashup),Watched Sleep Token vs Dayseeker - Take Aim x Paper Heart (Goobsie Flipped Mashup),Goobsie,https://music.youtube.com/watch?v=R4bycvmvrWI
title_split,2025-12-18T05:11:39.999Z,1766034699,Dayseeker vs Sleep Token,Creature in the Black Night x Damocles (Goobsie Mashup),Watched Dayseeker vs Sleep Token - Creature in the Black Night x Damocles (Goobsie Mashup),Goobsie,https://music.youtube.com/watch?v=vE4GxHKmEbs
